battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1741,1,0.5,0,1,1,55,0.1,140,5,3,719,755,2575,13,10,7,1,1,1,2
1869,0,2.6,0,0,1,30,0.4,152,1,13,163,874,1375,15,3,19,1,0,0,1
1331,0,0.5,0,8,0,55,0.9,146,3,15,1162,1531,1732,6,2,11,1,0,1,1
1655,1,0.5,1,6,1,4,0.1,105,3,12,626,1348,673,10,3,12,1,0,0,0
605,0,1.5,0,9,1,18,0.9,162,2,14,329,656,2301,15,9,8,1,0,0,1
1245,1,0.6,0,2,0,30,0.7,105,5,3,330,1434,2676,17,8,7,1,0,0,2
1709,1,0.8,0,8,1,58,0.8,136,2,10,956,1292,1781,18,3,17,1,0,0,2
846,1,2.6,0,0,1,58,0.1,123,4,15,1140,1983,2248,16,8,13,1,0,0,2
1403,1,2.5,1,3,0,62,0.9,90,4,13,217,1623,921,14,13,18,1,0,0,0
688,1,1.5,0,0,0,2,1.0,89,3,2,271,869,391,5,2,8,1,1,1,0
775,1,2.5,1,1,1,10,0.1,185,7,14,444,1555,1719,19,3,18,1,1,1,1
1154,0,2.0,0,6,1,35,0.8,159,5,16,1003,1827,3262,16,15,16,1,0,0,3
1375,0,0.5,1,2,1,35,0.1,194,2,3,227,772,1947,15,13,15,1,1,1,1
1827,1,0.8,0,4,0,61,0.9,130,7,9,253,1764,2693,8,3,7,0,1,1,3
1697,0,0.5,0,0,1,60,0.1,90,4,0,88,1046,441,15,1,11,1,1,0,0
741,0,1.5,0,1,0,14,0.3,178,5,13,334,594,1886,19,11,9,1,1,1,0
1672,1,0.5,1,13,1,32,0.7,174,1,20,1281,1896,1267,17,4,20,1,1,0,1
514,1,0.7,0,4,0,57,0.1,186,3,7,168,1320,687,6,0,20,1,1,1,0
1375,1,1.3,1,2,0,12,0.1,105,1,13,898,1687,2890,17,1,12,0,0,0,3
989,1,1.8,1,4,1,55,0.7,124,1,12,46,1069,1737,8,5,10,1,0,1,1
1510,1,2.5,1,11,0,47,0.7,138,2,13,118,1170,887,18,6,5,0,0,0,0
1266,0,2.6,0,1,0,18,0.4,86,7,2,1187,1595,398,16,8,3,1,1,1,0
1396,0,2.4,1,0,0,46,0.1,138,7,1,1191,1347,2389,7,3,15,0,0,1,2
808,0,2.3,0,3,0,45,0.8,161,1,9,526,1324,3431,15,6,13,0,1,1,3
1542,0,2.3,0,1,0,43,0.8,182,2,11,346,966,3601,14,4,16,0,0,0,3
745,1,0.6,1,5,0,35,0.8,102,8,10,89,1538,2459,14,1,16,1,1,0,1
1735,1,1.9,1,0,1,59,0.7,148,6,0,137,846,3230,6,1,9,1,1,0,3
586,0,0.5,1,1,0,57,0.3,188,2,5,1226,1389,3646,15,4,11,1,1,1,3
1341,1,2.1,1,0,0,36,0.4,107,8,1,473,574,2200,18,14,15,0,1,0,1
781,1,1.3,1,1,0,64,0.2,88,2,7,368,607,3862,17,10,9,0,0,0,3
501,1,0.5,1,14,0,22,0.5,174,6,20,239,1636,3077,17,3,17,0,0,0,2
1224,1,1.8,1,2,1,44,0.2,139,2,9,622,709,621,11,4,14,1,1,1,0
1970,0,1.6,1,11,1,58,0.3,80,8,19,654,882,2372,14,12,2,1,1,0,2
618,1,2.2,1,0,1,63,0.9,138,2,1,853,1781,2574,14,3,5,1,1,0,2
1537,0,2.9,0,11,1,46,0.8,158,4,17,686,1305,2857,17,14,2,1,1,1,3
1018,0,2.2,0,8,0,16,0.6,153,8,10,992,1433,3143,17,12,20,0,1,0,3
1545,0,1.3,1,15,1,35,0.1,173,5,20,115,1352,3197,14,9,6,1,0,1,3
1871,0,2.1,0,4,1,41,0.4,144,8,5,275,1966,2727,15,8,11,1,0,0,3
1729,1,2.1,1,1,0,12,0.9,186,1,6,461,1178,1519,9,4,5,1,0,1,1
680,1,2.1,1,9,1,9,0.1,131,3,11,1428,1500,2438,14,2,17,1,0,0,2
1106,1,1.9,0,4,0,54,0.7,107,3,9,614,1212,2674,9,3,9,1,0,1,2
635,1,0.6,1,1,1,50,0.3,97,5,13,193,989,2107,13,12,12,1,0,0,1
618,0,0.6,0,8,0,16,0.2,143,1,14,1105,1602,2262,16,15,4,0,1,0,2
1671,0,0.5,1,13,0,5,0.9,179,8,18,398,1263,815,16,6,10,1,1,1,0
1562,1,1.2,1,0,1,52,0.1,105,7,9,480,728,2829,13,10,3,1,1,1,2
1975,1,1.9,1,2,0,31,0.9,151,1,17,775,1607,3022,13,5,19,0,0,1,3
831,1,0.7,0,2,1,62,0.7,134,8,9,1482,1490,2573,16,12,18,1,0,1,2
1524,1,1.8,1,0,0,10,0.6,174,4,1,154,550,2678,16,5,13,1,0,1,2
1528,1,1.8,1,3,1,55,0.8,129,5,6,454,1762,1282,11,9,11,1,1,1,1
1447,1,2.5,1,2,0,9,0.2,155,8,16,737,1455,568,12,11,8,0,0,0,0
1344,0,1.5,0,1,0,14,0.5,190,1,3,419,556,2074,8,1,5,1,1,0,1
564,0,3.0,1,1,0,8,0.7,130,2,3,853,1737,2227,9,2,14,1,0,1,1
921,0,0.6,1,1,0,60,0.1,83,2,3,1211,1229,1080,10,0,6,0,0,1,0
1413,1,1.7,0,2,0,10,0.2,200,6,6,314,1606,2867,5,4,15,0,1,0,2
831,0,2.4,0,10,0,55,0.5,86,6,12,172,1239,1075,12,11,3,1,1,0,0
802,0,0.5,1,3,0,43,0.6,153,5,6,527,734,3063,17,13,4,0,1,0,2
1923,0,1.3,0,3,0,24,1.0,86,4,4,874,1264,2479,9,2,15,1,1,0,2
1193,1,3.0,0,10,0,56,0.4,196,3,17,674,864,2394,19,11,14,1,1,0,2
904,1,1.2,1,10,1,31,0.8,112,3,11,657,1014,2814,13,3,19,1,0,0,2
1285,0,2.4,0,1,1,51,1.0,140,7,2,475,500,2094,8,0,10,1,0,0,1
1635,0,2.6,1,0,1,2,0.6,182,4,0,1209,1411,2315,10,1,2,1,1,0,2
1923,0,1.0,1,5,1,14,0.9,154,4,6,15,525,2519,13,0,16,1,0,1,2
1851,1,1.9,1,3,1,12,0.9,198,6,11,293,1967,735,7,6,14,1,0,1,0
727,1,1.5,0,0,1,32,1.0,131,7,1,813,1377,1891,19,13,7,1,0,1,1
1396,0,1.5,1,0,1,44,0.1,118,6,1,173,1843,1386,7,1,8,1,1,1,1
877,0,1.3,1,9,1,46,0.8,135,1,14,457,652,3260,14,12,6,1,0,0,2
696,1,2.4,0,11,1,35,0.2,103,3,13,533,797,2022,14,11,4,1,0,1,1
1009,1,1.0,1,2,0,2,0.6,102,8,14,912,1043,1716,7,5,15,0,0,0,1
1526,0,1.1,1,2,1,38,0.3,116,5,6,798,1418,3317,7,1,8,1,1,1,3
987,0,2.0,1,1,0,20,0.8,192,7,3,412,565,1454,11,3,8,1,1,0,0
1414,1,2.2,1,0,1,49,0.5,101,4,1,130,887,2290,13,0,12,1,1,0,1
1732,0,0.8,0,2,0,61,0.3,172,5,3,201,656,3940,17,11,20,0,1,1,3
1587,1,0.5,0,0,0,50,0.9,148,8,15,299,874,461,17,4,4,1,0,1,0
1097,0,0.8,0,10,1,21,0.1,160,7,15,1277,1352,2219,15,6,12,1,0,1,2
504,0,2.8,1,0,0,40,0.5,178,3,0,626,1195,470,6,0,16,1,0,0,0
1159,0,2.7,0,13,1,28,0.2,80,8,18,378,751,2495,10,0,9,1,1,1,2
1910,0,1.4,0,0,0,29,0.6,146,7,2,333,639,2944,8,7,2,1,1,1,2
865,0,1.2,1,8,0,59,0.1,159,3,9,805,1804,2361,16,11,19,1,0,1,2
1930,1,2.0,0,11,0,16,0.8,186,8,12,1901,1920,1783,17,3,13,0,0,1,2
860,1,1.3,1,8,1,40,0.7,170,3,13,1573,1581,2832,13,7,20,1,1,1,2
1268,1,2.9,0,9,1,42,0.9,182,6,17,360,912,931,11,5,20,1,1,0,0
999,1,1.8,1,0,1,27,0.1,167,4,1,20,745,1344,17,10,5,1,0,0,0
622,0,0.7,0,0,1,9,0.3,127,2,0,98,511,3916,13,1,5,1,0,1,2
1250,1,1.4,0,8,0,44,0.2,182,7,20,703,1011,1882,14,1,14,0,0,0,1
763,1,0.5,0,9,1,51,0.3,104,5,12,273,1278,2865,11,6,9,1,1,1,2
1100,1,1.6,0,12,0,15,0.1,112,8,14,919,1344,757,12,2,16,1,1,1,0
815,0,2.0,1,4,0,51,0.3,85,6,12,982,1291,3469,5,4,6,1,0,1,3
618,1,0.5,1,2,1,57,0.2,88,3,7,879,896,2399,18,15,17,1,1,1,1
553,1,2.2,1,0,1,18,0.7,136,2,1,1287,1892,3300,12,10,20,1,0,0,3
673,1,2.2,1,2,0,3,0.4,84,2,9,1109,1247,2719,19,2,9,1,1,1,2
563,0,2.0,1,3,0,47,0.3,115,7,12,211,684,3012,14,4,15,1,0,0,2
1590,0,1.5,1,12,1,14,0.5,187,4,15,1058,1109,2836,6,5,4,1,0,0,3
1031,1,2.1,1,2,1,11,0.1,121,2,9,532,1247,2385,11,7,16,1,0,0,2
909,1,0.5,1,9,0,30,0.4,97,3,10,290,773,594,12,0,4,1,1,1,0
1880,0,0.5,0,0,1,7,0.6,104,4,1,890,1019,2968,9,0,3,1,1,0,3
1479,1,1.8,1,0,1,24,0.1,146,6,0,327,645,3762,12,10,5,1,0,0,3
1271,0,1.5,1,0,0,2,0.9,161,1,1,1260,1788,892,15,13,20,0,1,0,1
709,0,1.9,0,11,1,13,0.1,81,8,15,570,1422,467,17,11,5,1,1,1,0
1744,0,2.8,0,0,1,62,0.7,158,1,0,621,1558,345,10,6,14,1,0,0,0
1314,1,2.2,0,0,1,40,0.8,116,7,1,328,1858,3033,9,8,17,1,1,1,3
1136,0,0.5,0,0,1,9,0.9,150,6,2,1307,1767,2110,9,5,16,1,0,1,2
1039,1,2.7,0,11,0,56,0.3,125,8,13,497,618,3105,14,8,5,0,1,1,2
1300,1,0.5,0,5,0,62,0.1,156,6,7,219,1037,874,15,3,10,1,1,0,0
732,1,2.3,1,7,1,39,0.6,188,7,11,1163,1554,3681,19,3,15,1,1,1,3
511,0,0.7,1,1,1,52,0.7,180,2,10,24,759,3865,8,3,7,1,0,1,2
1092,1,0.5,1,10,0,11,0.5,167,3,14,468,571,737,14,4,11,0,1,0,0
921,1,2.2,1,12,1,10,0.1,170,7,18,1272,1469,3153,8,2,11,1,1,0,3
1030,1,0.5,0,4,1,37,0.7,147,1,8,503,551,2800,8,6,12,1,0,1,2
1130,0,1.8,1,0,0,27,0.9,101,1,8,1495,1579,315,14,5,11,1,1,0,0
1299,0,2.8,1,2,0,60,0.8,187,8,6,1333,1838,1412,13,1,20,0,1,1,1
1009,1,2.8,1,7,1,2,0.6,115,7,15,267,1841,2286,19,8,13,1,0,0,2
1735,0,1.8,1,16,0,34,0.1,140,2,17,149,876,2392,17,15,19,1,0,1,2
1129,1,2.8,1,0,0,49,0.5,185,2,2,1070,1079,1857,8,4,5,1,1,1,1
708,0,1.9,0,0,0,26,0.3,116,7,1,206,620,1419,10,6,16,1,1,1,0
894,0,0.7,0,2,1,58,0.1,123,2,3,158,747,3305,12,7,2,1,0,0,2
